id,sex,age,pre_income,program,post_income
1,1,45,979,1,1386
2,0,23,664,1,1148
3,0,42,729,1,1341
4,0,34,744,1,1267
5,0,53,769,1,1455
6,0,33,762,0,1143
7,1,20,846,1,1131
8,1,40,674,1,1340
9,0,39,747,1,1297
10,1,35,744,0,1190
11,0,24,763,1,1161
12,1,27,740,1,1211
13,1,35,920,1,1293
14,0,45,877,1,1381
15,1,31,824,1,1250
16,0,26,658,0,1091
17,1,8,1093,0,916
18,1,40,894,1,1333
19,1,39,923,0,1233
20,1,48,611,1,1421
21,1,50,778,1,1442
22,1,34,877,1,1278
23,1,48,839,1,1415
24,1,35,861,0,1194
25,1,28,859,1,1217
26,0,27,756,1,1190
27,1,32,775,1,1256
28,0,37,707,0,1193
29,0,35,909,1,1262
30,1,37,606,1,1305
31,1,37,772,1,1314
32,1,42,881,1,1363
33,1,32,779,1,1259
34,1,51,945,1,1454
35,1,39,884,1,1341
36,0,23,713,1,1147
37,1,32,794,1,1253
38,1,40,801,1,1344
39,0,31,827,1,1228
40,0,38,747,1,1300
41,1,39,738,1,1329
42,0,48,774,1,1400
43,1,28,891,1,1224
44,0,35,912,0,1168
45,1,29,740,1,1231
46,1,24,806,1,1179
47,0,17,700,1,1079
48,1,37,724,1,1304
49,1,41,739,1,1358
50,0,41,668,1,1338
51,1,21,599,1,1147
52,1,24,877,1,1170
53,0,24,841,1,1141
54,1,28,717,1,1224
55,1,37,896,0,1207
56,1,41,981,1,1351
57,1,27,545,0,1107
58,0,6,915,0,883
59,1,45,923,1,1390
60,0,41,815,0,1233
61,0,28,748,1,1202
62,1,24,690,0,1081
63,1,32,712,1,1262
64,1,36,736,1,1301
65,1,42,589,0,1261
66,0,49,735,1,1409
67,1,27,899,1,1209
68,1,38,725,0,1212
69,1,48,957,1,1414
70,1,26,795,1,1202
71,1,33,811,1,1265
72,0,17,848,1,1083
73,1,38,706,0,1220
74,0,29,723,1,1201
75,1,26,758,1,1200
76,1,27,977,1,1214
77,1,39,843,1,1338
78,1,13,791,0,963
79,1,31,688,1,1240
80,0,25,791,0,1073
81,0,25,839,0,1072
82,1,40,764,0,1246
83,1,39,711,0,1223
84,1,34,705,1,1267
85,1,40,778,0,1246
86,0,29,834,0,1105
87,1,15,897,1,1096
88,1,47,666,1,1413
89,1,33,720,1,1273
90,0,31,595,1,1233
91,1,37,811,1,1301
92,0,43,872,1,1346
93,1,39,825,1,1329
94,1,44,923,1,1379
95,1,35,858,1,1287
96,1,30,741,1,1239
97,1,32,945,1,1264
98,1,43,844,0,1273
99,1,27,858,1,1201
100,0,25,708,1,1175
101,1,38,775,1,1324
102,1,41,678,1,1351
103,1,18,793,1,1124
104,1,43,936,0,1261
105,1,35,754,0,1190
106,1,33,807,0,1168
107,1,46,878,1,1403
108,1,50,641,1,1443
109,1,24,663,0,1076
110,1,45,707,1,1393
111,0,29,830,1,1203
112,1,36,808,0,1206
113,0,40,925,0,1216
114,1,36,677,1,1299
115,1,20,756,1,1143
116,0,30,590,0,1115
117,0,50,962,1,1434
118,1,37,908,1,1309
119,1,27,736,1,1201
120,0,28,775,1,1202
121,0,46,787,1,1382
122,0,38,980,0,1199
123,0,26,804,1,1173
124,0,35,841,1,1272
125,1,41,870,1,1354
126,1,52,869,1,1452
127,1,26,633,0,1101
128,1,31,874,1,1262
129,1,45,708,1,1390
130,1,30,797,1,1247
131,0,50,607,1,1414
132,0,45,821,1,1370
133,1,18,699,1,1117
134,1,39,582,1,1327
135,0,21,633,0,1019
136,1,20,658,1,1142
137,0,36,855,1,1272
138,1,36,831,1,1296
139,0,35,869,0,1163
140,0,48,747,1,1392
141,1,38,818,0,1223
142,0,28,841,1,1205
143,1,36,791,1,1312
144,1,30,689,0,1137
145,1,34,913,1,1274
146,0,24,967,1,1150
147,0,34,1002,1,1262
148,1,36,889,0,1199
149,0,28,781,1,1203
150,1,35,787,1,1298
151,1,29,769,1,1235
152,1,29,774,0,1126
153,1,33,795,1,1268
154,0,40,603,0,1215
155,1,33,801,1,1269
156,0,37,824,1,1290
157,0,45,705,1,1373
158,0,32,624,1,1242
159,1,34,764,1,1272
160,1,40,488,0,1233
161,1,22,967,1,1156
162,1,40,869,1,1349
163,1,30,702,1,1228
164,1,24,802,0,1072
165,1,17,783,0,1006
166,0,28,634,0,1103
167,1,23,712,0,1079
168,1,23,897,0,1075
169,0,51,684,1,1426
170,1,23,725,1,1166
171,0,45,725,1,1370
172,1,40,923,1,1345
173,0,26,781,1,1175
174,1,29,855,1,1227
175,1,31,877,0,1155
176,0,37,762,0,1183
177,1,32,687,1,1258
178,1,43,817,1,1370
179,1,32,764,1,1261
180,1,13,944,1,1076
181,1,34,748,0,1180
182,1,16,769,1,1111
183,0,44,868,1,1356
184,1,28,734,1,1215
185,0,24,798,1,1161
186,1,29,850,1,1230
187,0,41,760,1,1324
188,0,16,679,1,1086
189,1,38,831,1,1319
190,0,25,772,1,1177
191,0,35,598,1,1261
192,0,42,827,1,1335
193,1,41,813,1,1336
194,0,50,632,1,1420
195,0,36,747,1,1273
196,0,28,782,1,1189
197,0,57,744,1,1487
198,0,32,855,0,1131
199,0,43,642,0,1247
200,0,44,705,0,1263
201,0,40,755,0,1214
202,1,49,944,1,1436
203,1,33,784,1,1264
204,0,23,698,1,1143
205,1,31,954,1,1247
206,0,30,777,1,1207
207,1,38,855,1,1322
208,1,26,912,1,1194
209,1,42,841,1,1360
210,0,23,930,0,1048
211,1,53,721,1,1461
212,1,49,960,1,1446
213,1,31,618,1,1245
214,0,36,702,1,1285
215,1,31,741,1,1246
216,0,23,823,1,1158
217,0,8,753,1,1008
218,0,35,858,0,1174
219,1,35,842,1,1290
220,0,51,868,1,1433
221,1,15,948,0,987
222,1,28,657,1,1218
223,1,44,897,1,1379
224,1,38,773,1,1320
225,1,36,720,1,1302
226,1,29,622,1,1227
227,0,37,715,1,1291
228,1,33,770,1,1264
229,1,36,606,1,1300
230,1,29,764,1,1227
231,0,47,851,0,1283
232,1,46,670,1,1393
233,1,48,800,1,1418
234,0,31,666,1,1233
235,1,32,795,1,1266
236,1,31,889,1,1254
237,0,49,582,1,1407
238,1,32,1031,0,1156
239,1,36,683,1,1302
240,0,39,894,1,1307
241,1,42,1008,1,1346
242,1,32,706,1,1264
243,1,58,732,1,1527
244,0,26,902,1,1179
245,0,21,718,1,1126
246,1,35,704,1,1296
247,0,53,958,1,1446
248,1,36,977,1,1300
249,0,36,777,0,1174
250,0,44,1028,0,1260
251,1,34,990,0,1182
252,1,36,793,1,1303
253,1,47,719,1,1408
254,1,36,733,1,1300
255,1,27,940,1,1217
256,1,39,854,1,1329
257,1,24,864,1,1173
258,1,20,799,1,1146
259,1,34,818,1,1274
260,1,24,751,1,1172
261,0,41,914,1,1331
262,1,34,767,1,1282
263,1,27,999,1,1214
264,1,51,859,1,1455
265,1,34,899,1,1276
266,1,49,948,0,1331
267,0,34,795,0,1163
268,1,32,623,1,1254
269,1,39,739,0,1229
270,0,45,859,1,1369
271,1,62,920,1,1561
272,0,25,821,1,1177
273,1,33,884,0,1176
274,0,46,894,1,1387
275,1,38,903,0,1232
276,1,33,875,1,1274
277,0,22,781,0,1033
278,1,32,902,0,1164
279,1,33,750,0,1170
280,1,34,835,1,1276
281,1,51,749,1,1441
282,1,30,848,1,1235
283,0,19,850,1,1110
284,0,40,789,1,1323
285,0,34,803,0,1147
286,1,33,843,1,1275
287,1,41,687,1,1343
288,1,6,902,1,997
289,0,29,827,1,1220
290,0,33,855,0,1158
291,0,41,783,1,1331
292,1,32,612,0,1162
293,0,25,875,0,1071
294,1,39,774,1,1324
295,0,35,862,1,1271
296,0,36,1005,1,1281
297,0,47,684,1,1392
298,1,30,935,1,1241
299,0,23,763,1,1149
300,1,22,794,0,1063
301,1,25,747,0,1089
302,0,21,750,1,1134
303,1,35,685,1,1286
304,1,53,813,1,1468
305,0,34,847,0,1164
306,1,43,781,1,1369
307,1,24,638,1,1176
308,0,33,760,0,1145
309,1,41,841,0,1241
310,0,31,728,1,1226
311,0,43,741,0,1246
312,0,42,683,1,1342
313,1,29,859,1,1233
314,1,27,733,1,1215
315,1,59,1117,1,1531
316,1,33,901,1,1266
317,1,35,783,1,1282
318,1,34,800,0,1181
319,1,29,728,1,1233
320,0,26,828,1,1174
321,1,24,801,1,1181
322,0,44,627,1,1362
323,1,25,616,1,1186
324,1,42,860,1,1363
325,1,49,568,1,1425
326,1,47,762,1,1398
327,1,34,966,1,1277
328,1,30,634,1,1236
329,0,24,829,0,1053
330,0,35,957,1,1268
331,0,33,851,1,1237
332,0,37,929,0,1186
333,0,29,703,1,1207
334,1,41,863,1,1349
335,1,42,818,1,1355
336,1,46,935,1,1396
337,1,57,1049,0,1410
338,1,37,811,0,1217
339,0,29,910,1,1215
340,1,34,760,0,1190
341,0,19,764,0,1008
342,1,36,745,1,1306
343,1,31,665,1,1259
344,0,39,807,0,1201
345,1,32,796,1,1252
346,1,21,872,1,1146
347,1,35,779,1,1298
348,0,21,708,1,1126
349,0,44,787,1,1367
350,1,17,984,1,1114
351,1,34,845,1,1287
352,0,40,827,0,1205
353,1,20,906,1,1133
354,0,49,979,1,1414
355,0,26,971,1,1181
356,0,30,757,1,1223
357,1,37,792,1,1300
358,0,32,764,0,1137
359,1,25,780,1,1186
360,0,39,845,1,1311
361,1,30,752,0,1143
362,1,40,683,1,1336
363,1,30,776,0,1140
364,1,25,945,1,1188
365,0,34,985,1,1260
366,0,41,760,0,1225
367,0,37,883,0,1190
368,1,34,787,1,1283
369,0,16,788,1,1079
370,0,50,733,0,1312
371,0,35,642,0,1165
372,1,26,980,1,1209
373,0,33,880,0,1141
374,1,38,621,1,1314
375,1,20,765,1,1137
376,1,42,955,1,1367
377,0,37,811,0,1194
378,1,47,819,1,1405
379,1,45,885,1,1379
380,0,30,899,1,1213
381,1,30,863,0,1146
382,1,25,842,1,1199
383,1,31,947,1,1261
384,1,44,971,1,1380
385,1,53,823,1,1468
386,1,44,779,1,1387
387,0,17,801,1,1084
388,1,43,835,1,1367
389,0,45,732,1,1372
390,0,41,864,1,1326
391,0,26,671,0,1075
392,0,46,1023,1,1372
393,0,42,552,1,1348
394,0,42,817,1,1339
395,1,31,794,1,1252
396,0,43,855,1,1353
397,1,36,759,1,1298
398,1,34,1040,1,1283
399,1,50,786,1,1439
400,1,43,802,1,1374
401,0,6,912,0,883
402,1,31,870,1,1246
403,0,20,818,0,1022
404,0,41,783,0,1233
405,1,31,777,1,1253
406,1,44,665,1,1381
407,0,40,863,1,1312
408,1,35,845,1,1294
409,0,34,696,1,1260
410,1,31,781,0,1149
411,0,37,929,0,1183
412,0,24,927,1,1163
413,0,42,678,1,1339
414,1,31,880,0,1150
415,0,28,813,1,1191
416,1,32,839,1,1255
417,1,54,713,1,1471
418,0,17,779,1,1090
419,1,32,594,1,1253
420,1,36,726,0,1200
421,0,30,769,0,1115
422,0,31,930,1,1231
423,1,39,694,1,1315
424,1,37,830,1,1322
425,0,28,809,1,1211
426,1,41,664,1,1347
427,1,37,828,1,1300
428,1,42,958,1,1362
429,1,22,894,1,1145
430,1,27,913,1,1220
431,0,33,779,1,1254
432,0,45,896,1,1359
433,1,30,563,0,1139
434,0,25,675,1,1165
435,1,43,783,1,1367
436,0,40,811,1,1314
437,1,23,852,0,1068
438,0,55,872,1,1479
439,0,50,754,1,1415
440,1,21,752,0,1035
441,0,57,765,1,1492
442,0,18,744,0,986
443,0,36,788,0,1181
444,1,24,888,1,1176
445,0,31,846,1,1233
446,1,32,756,1,1260
447,0,38,731,1,1301
448,0,24,790,0,1059
449,0,7,779,0,888
450,1,34,922,1,1281
451,1,28,573,1,1213
452,0,37,703,0,1193
453,0,27,862,1,1188
454,0,43,866,0,1247
455,0,35,735,1,1265
456,0,41,779,1,1323
457,1,25,980,0,1086
458,0,33,690,1,1248
459,1,38,978,1,1321
460,1,34,832,1,1281
461,1,52,905,1,1461
462,0,15,747,1,1070
463,1,43,688,1,1367
464,1,35,840,1,1290
465,1,44,842,1,1382
466,1,34,757,1,1277
467,1,8,712,0,915
468,1,39,930,1,1329
469,0,33,666,0,1152
470,1,25,943,1,1191
471,1,28,741,1,1226
472,1,36,612,1,1302
473,1,60,1018,0,1438
474,0,37,838,1,1280
475,1,25,693,1,1184
476,0,54,762,1,1457
477,1,31,721,1,1249
478,1,27,832,0,1105
479,0,23,813,0,1043
480,1,28,676,1,1223
481,1,54,826,1,1483
482,1,44,733,1,1379
483,0,42,863,1,1342
484,1,36,860,1,1309
485,1,38,797,1,1317
486,1,41,721,0,1249
487,0,37,753,0,1193
488,0,37,699,1,1286
489,0,45,883,1,1366
490,1,33,935,0,1168
491,1,38,805,1,1326
492,0,26,834,0,1082
493,0,51,779,1,1421
494,1,49,822,1,1437
495,0,17,987,1,1088
496,1,33,826,1,1275
497,0,40,933,0,1229
498,1,40,825,1,1336
499,0,43,662,1,1345
500,1,31,681,1,1240
501,0,23,703,0,1038
502,0,38,790,1,1295
503,0,20,789,1,1115
504,1,41,919,1,1351
505,0,42,634,1,1342
506,0,16,695,1,1076
507,0,44,626,1,1356
508,0,33,851,1,1243
509,1,28,755,1,1209
510,0,39,616,0,1217
511,1,48,718,1,1419
512,0,51,700,1,1426
513,0,23,830,0,1050
514,1,31,856,0,1147
515,1,36,673,1,1300
516,0,36,903,1,1269
517,0,31,847,0,1125
518,1,12,823,1,1052
519,0,32,826,1,1244
520,1,23,843,0,1074
521,0,35,897,1,1267
522,1,27,747,1,1197
523,1,34,805,0,1184
524,0,28,1079,1,1190
525,1,31,691,1,1242
526,0,31,830,1,1231
527,1,48,656,1,1414
528,1,42,821,1,1363
529,0,33,897,0,1142
530,1,23,565,1,1172
531,1,45,742,1,1386
532,0,21,1025,0,1030
533,1,23,723,1,1168
534,0,27,658,0,1101
535,1,25,846,1,1190
536,0,26,728,1,1173
537,0,48,948,1,1396
538,0,34,908,0,1159
539,0,28,880,1,1197
540,1,42,657,1,1352
541,1,37,836,1,1308
542,0,23,838,0,1048
543,0,29,592,1,1200
544,1,40,863,1,1335
545,0,55,830,1,1456
546,1,51,694,1,1451
547,0,43,779,0,1251
548,0,35,1005,1,1268
549,0,18,878,1,1104
550,0,28,672,1,1190
551,1,33,809,0,1178
552,1,40,975,1,1338
553,0,36,803,1,1268
554,1,36,749,1,1290
555,0,53,916,1,1452
556,0,39,753,0,1210
557,1,32,777,1,1260
558,1,31,886,1,1242
559,0,36,978,1,1274
560,0,27,717,1,1191
561,1,49,777,0,1325
562,0,32,793,0,1142
563,0,30,889,0,1116
564,0,26,954,1,1175
565,1,44,969,1,1388
566,0,22,777,0,1042
567,0,30,893,1,1230
568,0,38,713,0,1208
569,1,34,746,0,1179
570,1,38,680,1,1312
571,0,22,690,1,1124
572,0,31,859,1,1226
573,1,18,873,1,1118
574,0,27,822,1,1192
575,1,46,724,0,1300
576,1,38,830,1,1320
577,1,36,680,1,1293
578,1,26,624,0,1093
579,1,29,750,1,1234
580,0,25,759,1,1171
581,0,36,705,1,1273
582,1,43,600,1,1370
583,1,38,758,1,1327
584,1,29,853,1,1226
585,1,41,879,0,1239
586,1,39,960,1,1328
587,1,43,804,1,1378
588,0,31,1028,1,1223
589,0,23,845,1,1152
590,0,34,784,0,1163
591,0,38,607,1,1297
592,0,51,1043,1,1423
593,1,34,941,0,1182
594,1,39,863,1,1336
595,1,34,912,1,1274
596,0,57,904,1,1481
597,0,48,886,1,1399
598,0,33,894,1,1239
599,0,34,906,1,1253
600,1,35,731,1,1300
601,1,36,773,0,1194
602,1,29,812,1,1225
603,1,36,714,1,1291
604,1,28,1018,0,1118
605,1,24,668,1,1172
606,1,43,814,1,1374
607,0,42,721,0,1233
608,1,29,809,0,1125
609,1,48,817,1,1413
610,1,33,795,1,1268
611,1,32,491,1,1260
612,0,25,550,0,1078
613,1,35,872,1,1286
614,1,34,711,1,1267
615,0,36,810,1,1278
616,1,39,880,1,1331
617,1,44,783,1,1374
618,0,38,729,1,1307
619,0,45,777,1,1363
620,1,46,961,1,1402
621,0,6,956,1,976
622,1,31,995,1,1258
623,0,41,950,1,1330
624,0,24,641,1,1155
625,1,25,614,1,1202
626,0,38,807,1,1299
627,1,31,782,0,1141
628,0,18,652,1,1094
629,1,44,601,0,1278
630,1,27,925,0,1112
631,0,39,967,0,1215
632,0,39,826,0,1218
633,1,50,817,1,1451
634,1,37,788,1,1310
635,0,42,751,1,1336
636,0,46,661,1,1388
637,1,31,780,0,1151
638,0,18,695,1,1106
639,1,36,819,1,1303
640,1,48,871,0,1328
641,1,21,771,0,1051
642,1,45,948,1,1396
643,1,34,968,0,1183
644,0,36,924,1,1280
645,1,32,659,1,1249
646,1,45,646,1,1396
647,1,49,808,1,1425
648,0,51,816,1,1419
649,1,25,867,1,1199
650,0,43,653,0,1231
651,1,31,772,1,1254
652,0,25,835,1,1165
653,0,39,634,1,1312
654,1,35,819,1,1289
655,1,43,990,1,1370
656,1,53,648,1,1470
657,0,45,933,0,1275
658,1,28,905,0,1117
659,1,36,906,1,1298
660,0,49,943,1,1412
661,0,47,802,1,1384
662,0,19,820,1,1114
663,0,44,701,1,1358
664,1,32,852,1,1247
665,1,29,927,1,1229
666,1,24,819,0,1086
667,0,32,918,0,1140
668,1,42,924,1,1357
669,1,49,671,1,1432
670,0,36,834,1,1289
671,1,34,752,1,1279
672,0,33,783,0,1149
673,1,45,783,1,1384
674,1,24,688,1,1181
675,0,38,894,1,1300
676,0,45,709,1,1373
677,1,46,849,1,1396
678,0,39,620,0,1202
679,1,23,763,1,1172
680,0,27,779,1,1190
681,1,28,734,1,1218
682,1,21,782,1,1140
683,0,35,904,0,1170
684,1,47,859,1,1408
685,0,11,721,1,1019
686,1,43,779,1,1369
687,0,33,790,1,1253
688,1,27,762,0,1116
689,1,43,787,1,1363
690,1,41,771,1,1353
691,0,36,1014,1,1282
692,1,26,829,0,1102
693,1,28,855,0,1119
694,1,19,742,0,1025
695,1,54,824,0,1366
696,1,33,829,1,1273
697,1,27,840,1,1210
698,1,13,818,1,1075
699,1,31,998,1,1245
700,0,30,603,1,1216
701,1,21,854,0,1048
702,1,59,853,1,1524
703,0,44,729,1,1345
704,1,20,806,1,1131
705,1,46,709,1,1404
706,1,45,726,1,1391
707,1,41,579,1,1349
708,0,39,927,1,1297
709,1,36,745,0,1204
710,1,41,861,1,1350
711,0,25,773,0,1064
712,0,29,1002,0,1110
713,0,25,824,1,1171
714,1,33,1022,1,1274
715,1,36,816,1,1314
716,1,41,945,1,1349
717,1,40,812,1,1345
718,1,49,835,1,1432
719,0,41,776,0,1226
720,1,48,810,1,1419
721,0,46,872,1,1378
722,1,29,849,1,1227
723,0,43,636,1,1342
724,1,40,922,0,1234
725,1,36,726,1,1303
726,0,26,894,0,1079
727,1,41,788,1,1348
728,1,36,807,1,1305
729,1,31,852,1,1245
730,0,44,710,1,1359
731,0,45,793,1,1368
732,1,44,730,1,1369
733,1,9,868,1,1041
734,1,26,833,1,1197
735,0,44,658,1,1367
736,0,28,769,0,1092
737,1,39,740,1,1326
738,0,37,734,1,1282
739,0,46,801,1,1374
740,0,28,618,1,1184
741,1,34,992,0,1188
742,1,38,848,1,1322
743,1,48,607,0,1316
744,1,33,709,1,1269
745,1,38,837,1,1319
746,1,22,571,0,1049
747,1,41,752,0,1251
748,0,37,798,1,1292
749,1,41,927,1,1356
750,0,31,968,1,1228
751,1,52,932,1,1450
752,0,34,948,0,1159
753,1,36,750,1,1304
754,0,34,914,1,1268
755,1,43,804,1,1365
756,0,27,981,0,1095
757,0,37,833,1,1289
758,0,41,869,0,1233
759,1,23,838,1,1166
760,0,37,882,1,1286
761,1,29,838,1,1226
762,0,49,755,1,1414
763,1,42,811,1,1355
764,1,18,1094,1,1107
765,1,44,692,0,1290
766,0,37,851,0,1193
767,0,29,842,1,1217
768,1,31,901,1,1250
769,0,22,568,1,1139
770,1,39,674,1,1316
771,0,19,813,1,1114
772,0,34,707,1,1258
773,0,40,757,0,1209
774,1,36,868,1,1299
775,0,44,797,1,1358
776,1,36,722,1,1289
777,1,58,771,1,1515
778,1,26,973,1,1207
779,1,50,960,0,1346
780,1,19,755,1,1131
781,0,24,955,1,1161
782,1,26,861,1,1197
783,1,20,889,0,1042
784,1,50,704,1,1439
785,1,45,646,0,1294
786,0,49,933,1,1396
787,0,29,727,1,1199
788,1,36,737,1,1295
789,0,46,822,1,1380
790,1,46,635,1,1399
791,0,41,859,1,1326
792,1,37,933,1,1302
793,0,23,789,0,1047
794,1,38,627,1,1331
795,0,33,741,1,1255
796,1,28,744,1,1226
797,1,51,905,1,1452
798,0,28,906,1,1199
799,1,37,830,1,1308
800,0,40,761,1,1317
801,1,46,785,1,1389
802,0,39,867,1,1319
803,1,55,881,0,1381
804,1,39,976,1,1331
805,1,30,678,1,1242
806,1,36,838,1,1298
807,1,42,826,1,1348
808,1,13,628,0,970
809,0,34,779,1,1254
810,1,35,745,1,1286
811,1,33,683,1,1259
812,1,36,825,1,1300
813,0,15,561,1,1068
814,0,38,907,1,1307
815,1,35,949,1,1287
816,1,30,925,1,1240
817,1,6,891,0,902
818,0,31,825,1,1237
819,1,36,816,1,1316
820,1,34,789,1,1285
821,1,29,724,0,1122
822,1,38,821,1,1319
823,1,26,875,1,1198
824,1,42,669,0,1260
825,1,43,775,1,1367
826,0,45,766,1,1367
827,1,43,830,1,1372
828,1,31,714,1,1252
829,1,35,896,1,1289
830,1,47,750,0,1304
831,1,41,927,1,1351
832,0,38,749,1,1307
833,0,48,921,1,1395
834,0,29,766,0,1103
835,1,35,865,1,1291
836,0,48,828,1,1408
837,0,33,791,1,1242
838,1,36,949,0,1203
839,1,34,818,1,1268
840,0,47,843,1,1398
841,1,36,786,1,1300
842,1,36,759,1,1303
843,0,28,1021,1,1196
844,1,31,779,0,1149
845,1,19,814,1,1124
846,0,39,833,0,1217
847,1,43,817,1,1375
848,0,22,943,0,1041
849,0,39,683,0,1212
850,0,38,765,1,1311
851,1,37,686,1,1318
852,0,36,731,0,1170
853,0,51,849,1,1436
854,1,38,885,1,1319
855,1,49,1085,1,1430
856,0,40,850,0,1208
857,1,40,771,1,1338
858,1,30,700,0,1128
859,0,62,841,1,1535
860,0,34,893,1,1263
861,1,30,757,0,1135
862,1,39,827,1,1327
863,1,39,824,0,1235
864,1,42,760,0,1259
865,1,26,878,1,1200
866,0,34,657,1,1253
867,1,51,1002,1,1449
868,0,30,805,0,1122
869,1,31,843,1,1257
870,1,41,811,1,1351
871,0,29,667,1,1200
872,0,46,859,1,1376
873,0,39,789,0,1217
874,1,36,698,1,1294
875,0,19,838,1,1111
876,1,32,605,1,1253
877,1,55,954,1,1494
878,1,32,710,1,1270
879,1,42,788,1,1347
880,1,26,985,1,1204
881,0,19,655,0,1011
882,1,42,968,1,1362
883,1,49,881,1,1431
884,1,20,872,1,1140
885,1,43,581,0,1275
886,0,38,776,1,1303
887,1,31,661,1,1247
888,1,52,729,1,1468
889,1,25,844,0,1087
890,1,34,712,0,1175
891,0,42,909,1,1342
892,0,24,805,1,1164
893,0,46,641,1,1376
894,1,34,886,1,1281
895,1,47,740,1,1407
896,1,35,696,1,1290
897,0,28,918,1,1192
898,0,22,832,0,1026
899,0,21,849,0,1040
900,0,34,832,1,1252
901,0,15,730,0,971
902,1,19,802,0,1027
903,0,55,782,1,1464
904,1,33,735,1,1274
905,0,49,631,1,1409
906,1,51,848,1,1457
907,1,36,733,1,1304
908,1,35,932,1,1289
909,0,37,898,1,1291
910,1,42,770,1,1361
911,1,43,832,1,1363
912,1,15,893,1,1087
913,1,35,772,1,1290
914,1,41,1102,1,1345
915,1,33,856,1,1278
916,1,37,791,1,1317
917,1,44,806,1,1377
918,0,34,796,1,1251
919,0,50,931,0,1329
920,0,40,924,0,1215
921,1,19,814,0,1026
922,1,33,784,1,1268
923,1,41,859,1,1336
924,1,37,740,1,1303
925,1,21,806,0,1063
926,1,16,781,1,1099
927,0,34,658,1,1257
928,1,42,744,1,1362
929,1,28,689,1,1220
930,1,39,894,1,1329
931,1,41,683,0,1244
932,0,45,788,1,1365
933,1,41,703,1,1350
934,0,37,809,1,1288
935,1,19,753,1,1136
936,1,30,1035,1,1242
937,1,44,767,1,1370
938,1,40,875,0,1236
939,1,26,839,0,1095
940,1,38,868,1,1322
941,0,34,902,1,1261
942,1,48,751,1,1412
943,0,35,687,0,1160
944,0,31,866,1,1227
945,0,32,707,0,1140
946,1,26,937,1,1201
947,1,48,691,1,1415
948,1,37,544,1,1301
949,1,29,694,1,1232
950,1,39,748,1,1322
951,0,44,990,0,1260
952,0,31,882,1,1230
953,1,32,957,0,1156
954,0,34,669,1,1268
955,0,15,911,1,1069
956,1,37,739,1,1303
957,0,35,887,1,1272
958,1,32,606,0,1162
959,1,25,898,0,1084
960,0,46,770,1,1366
961,1,30,781,1,1238
962,1,36,932,1,1304
963,0,56,836,1,1488
964,0,29,810,1,1214
965,1,28,882,0,1127
966,1,37,711,1,1306
967,0,32,667,1,1244
968,1,30,908,1,1247
969,1,39,942,1,1326
970,1,37,850,1,1304
971,0,24,799,0,1061
972,0,21,942,1,1127
973,1,41,815,1,1340
974,0,27,839,1,1187
975,1,25,812,1,1187
976,0,47,875,1,1409
977,0,36,683,1,1276
978,1,30,754,1,1238
979,0,43,780,1,1350
980,1,48,638,1,1414
981,0,45,877,1,1368
982,0,25,822,1,1163
983,1,29,729,1,1230
984,0,38,835,1,1305
985,0,21,817,1,1132
986,1,31,730,1,1238
987,1,35,806,1,1292
988,0,34,724,0,1159
989,1,37,854,0,1219
990,1,37,661,0,1208
991,1,44,816,0,1276
992,0,34,885,0,1160
993,0,27,820,1,1187
994,1,34,722,1,1271
995,0,33,692,0,1151
996,1,35,638,1,1295
997,0,50,846,1,1418
998,1,41,818,1,1351
999,0,53,806,1,1443
1000,1,46,869,0,1296
